index,sentence,year,label,orig_index,label_name,word_count,char_count,llm_label_str,llm_label
358,"In the Committee's discussion of current and prospective economic developments, members referred to the widespread statistical and anecdotal evidence that the surprising strength in economic activity over the closing months of 1996 was persisting in 1997.",1997,1,343,Hawkish,36,255,NEUTRAL,2
7,"A couple of participants thought it premature to focus on this latter eventuality, observing that the purchase program had been effective and that more time was needed to assess the outlook for the labor market and inflation; moreover, international comparisons suggested that the Federal Reserve's balance sheet retained ample capacity relative to the scale of the U. S. economy.",2019,2,7,Neutral,59,380,DOVISH,0
559,"Moreover, anecdotal evidence suggested that most firms had little ability to raise their prices in the current economic environment.",2003,1,530,Hawkish,19,132,DOVISH,0
11,A few observed that the combination of recent labor market improvements and continued softness in inflation had led them to lower their estimates of the longer-run normal rate of unemployment.,1996,2,11,Neutral,30,192,DOVISH,0
569,"Moreover, most members saw substantial downside risks to the economic outlook and judged that a rate reduction at this meeting would provide valuable additional insurance against an unexpectedly severe weakening in economic activity.",2011,0,540,Dovish,33,233,DOVISH,0
854,The Committee will regularly review the size and composition of its securities holdings in light of incoming information and is prepared to adjust those holdings as needed to best foster maximum employment and price stability.,1998,0,805,Dovish,35,226,NEUTRAL,2
634,"Or the 1990s could be used as an illustration of how monetary policy could lower inflation, with concomitant gains in terms of full employment and long-term economic growth.",2002,1,613,Hawkish,28,173,NEUTRAL,2
662,"Participants agreed to continue to explore ways to increase transparency and clarity in the Committee's policy communications, and they indicated a willingness to look into modifications to the SEP. At the end of the discussion, the Chairman asked the subcommittee on communications to explore potential approaches to providing more information about the Committee's collective judgment regarding the economic outlook and appropriate monetary policy through the SEP.",2004,2,628,Neutral,66,466,NEUTRAL,2
658,Productivity and TechnologyLet me now turn from the overall economic outlook to productivity and technology developments.,2005,2,637,Neutral,16,121,NEUTRAL,2
479,"Indeed, how will we measure inflation, and the associated financial and real implications, in the twenty-first century when our data--using current techniques--could become increasingly less adequate for tracing price trends over time?",2005,2,463,Neutral,32,235,NEUTRAL,2
1107,"With inflation low and resource use slack, the Committee saw no need for tightening policy in the near future.",1999,2,1046,Neutral,19,110,DOVISH,0
966,"We indicated that, with inflation running persistently below 2 percent, our policy will aim to achieve inflation outcomes that keep inflation expectations well anchored at our 2 percent longer-run goal.",2003,0,937,Dovish,30,202,DOVISH,0
199,"So it’s a serious economic problem for the United States, but it’s—it’s got underlying causes that are not related to monetary policy or to our response to the pandemic.",2016,2,194,Neutral,29,169,NEUTRAL,2
882,This is a tangible recent example of the need both to judge how the equilibrium real interest rate that is relevant for policy might have changed from a perceived long-run level and to set policy against the background of such an understanding.,2003,2,855,Neutral,42,244,NEUTRAL,2
236,"Even with generous allowances for structural change, labor utilization would seem to be at a level that might eventually begin to put persistent and growing pressure on labor costs and prices.",2003,1,232,Hawkish,31,192,HAWKISH,1
874,This automatically pushes up domestic interest rates to support the currency.,2021,1,847,Hawkish,11,77,HAWKISH,1
343,"However, it is not yet clear how high we will need to raise the federal funds rate and how much time will pass before we begin to see inflation moving back down in a consistent and lasting way.",2004,1,334,Hawkish,38,193,HAWKISH,1
725,"Real GDP was forecast to decline and the unemployment rate to rise, on net, in the first half of this year.",2008,0,687,Dovish,21,107,DOVISH,0
230,House price appreciation appeared to have slowed from the elevated rates seen over the past summer.,2001,2,221,Neutral,16,99,DOVISH,0
598,"Nonetheless, the leveling off in that disturbing trend is an encouraging sign of what we can achieve if we can maintain strong and flexible labor markets accompanied by low inflation.",2003,1,579,Hawkish,30,183,NEUTRAL,2
92,"At earlier stages of processing, the producer price index for core intermediate materials continued to decline through May, albeit at a slower pace than that seen at the end of 2008.",2016,0,90,Dovish,31,182,NEUTRAL,2
387,"forecasts of more moderate growth in aggregate demand at a pace around potential output had substantially reduced the odds on rising inflation, the risks still were pointed in that direction on balance.",2014,2,371,Neutral,32,202,HAWKISH,1
555,"Monetary Policy But it is monetary policy--and the Fed's principal monetary lever, the federal funds rate, which is the interest rate on overnight loans of reserves between depository institutions--that earns the Federal Reserve all that ink and airtime.",2020,2,537,Neutral,38,254,NEUTRAL,2
829,"Survey-based measures of longer-term inflation expectations remained stable,",2000,2,781,Neutral,8,76,NEUTRAL,2
715,Survey measures give us an idea of what the average household expects inflation to be in the coming years.,2005,2,694,Neutral,19,106,NEUTRAL,2
1018,"There were more reports that rising wages and benefits and increasing costs of nonlabor inputs could no longer be fully offset by improvements in productivity, and more business firms appeared to be attempting or considering increases in their selling prices to maintain or improve their profit margins.",2020,1,960,Hawkish,47,303,HAWKISH,1
190,"not enough to lower the unemployment rate, and labor productivity seemed to be trending sharply upward.",2005,0,181,Dovish,16,103,NEUTRAL,2
37,"After falling steeply before the August FOMC meeting, emerging market equity prices were little changed, on net, over the period.",2015,2,37,Neutral,20,129,NEUTRAL,2
858,The Committee's accompanying statement indicated that economic growth had been quite strong so far this year.,1998,1,809,Hawkish,16,109,NEUTRAL,2
212,"Despite the progress to date and the signs of acceleration in the recovery, employment is still considerably short of where it was when the pandemic disrupted the economy and it is well below where it should be, considering the pre-pandemic trend.",1999,0,209,Dovish,41,247,DOVISH,0
63,"As a further step in enhancing the clarity of our communications, the Committee recently decided to begin publishing information about participants’ assessments of appropriate monetary policy—that is, the path of policy that each participant judges as most likely to foster mandate-consistent outcomes for employment and inflation if the economy evolves as expected.",2018,2,62,Neutral,52,366,NEUTRAL,2
81,"But in terms of just targeting growth, you know, I think—I actually think our dual mandate works very well, which is maximum employment and stable prices.",2018,2,78,Neutral,26,154,NEUTRAL,2
820,"Subsequently, the expected future path of monetary policy dropped amid increasing concerns about the health of financial institutions.",1999,0,775,Dovish,18,134,DOVISH,0
511,"It is important to recognize the importance of moving interest rates in response to changing conditions and the potential for destabilizing policy when policy resists the natural tendency for interest rates to rise during cyclical upswings, especially when the economy is near its potential.",1999,1,494,Hawkish,44,291,HAWKISH,1
234,"That transition itself could help bring inflation down, because, presumably, people would spend a little less on goods while they start spending more on travel and all sorts of travel services and things like that.",2016,2,229,Neutral,35,214,DOVISH,0
93,"At longer maturities, yields drifted lower over most of the intermeeting period in response to incoming data that suggested economic growth would remain moderate and inflation subdued,",2016,0,91,Dovish,27,184,DOVISH,0
231,"Household expenditures on new homes were likewise at an elevated level, although members reported weakness in some price segments and geographic areas of the housing market.",2001,1,222,Hawkish,26,173,NEUTRAL,2
405,"In their review of the outlook for prices, members noted that incoming data over the intermeeting period had shown a slowing in core inflation from the high levels posted earlier in the year, consistent with the Committee's view that a portion of the earlier increase had reflected transitory factors.",2020,2,389,Neutral,49,301,NEUTRAL,2
458,"In the past, a reasonable goal might have been to maintain a zero deficit in our on-budget accounts--those accounts that exclude the Social Security and Medicare surplus--and to begin a serious discussion of reforms to Social Security and Medicare to bring them closer into actuarial balance.",2021,2,444,Neutral,46,292,NEUTRAL,2
951,"Under these circumstances, policymakers must be cognizant of the shortcomings of our published price indexes to avoid misguided actions that will provoke unintended consequences.",2000,2,922,Neutral,24,178,NEUTRAL,2
755,"The authorsâ€™ principal empirical finding is that the onset and, to a lesser degree, the end of the Great Inflation were closely synchronized across a number of countries.",2021,2,733,Neutral,28,172,NEUTRAL,2
149,But change is hard and not everyone is willing or able to pay the price.,2021,2,147,Neutral,15,72,NEUTRAL,2
802,"The logic goes as follows: Easier monetary policy, for example, raises stock prices.",2005,2,779,Neutral,13,84,NEUTRAL,2
795,The idea is that providing more information about the Committee's views of the economic outlook may allow financial market prices to reflect more accurately the likely future stance of monetary policy.,1997,2,772,Neutral,31,201,NEUTRAL,2
953,"Unfortunately, I suspect that this call would often come so late in the day that, given the lags in the monetary transmission mechanism and uncertainty about the duration of bubbles, raising interest rates might actually risk exacerbating instability.",2005,0,924,Dovish,38,251,NEUTRAL,2
793,"The guidance on asset purchases, introduced in December, commits us to increasing our holdings of securities at least at the current pace until substantial further progress has been made toward the Committee's maximum-employment and price-stability goals.",1997,0,770,Dovish,36,255,DOVISH,0
552,Money growth was damped by a rise in the opportunity cost of holding M2 assets (as typically occurs in periods of policy tightening).,1997,1,523,Hawkish,23,133,HAWKISH,1
45,"And we’ve seen significant outflows of capital from those countries, pressures on their exchange rates, and concerns about their performance going forward.",2022,2,45,Neutral,22,155,NEUTRAL,2
54,"And, as I think all of us—having that expectation and that if the economy continued to progress along the lines that we expected and we continued to see the risks as balanced—do regard it as appropriate to gradually remove accommodation that’s in place by having several interest rate increases this year.",2015,1,53,Hawkish,51,305,HAWKISH,1
638,Our new statement explicitly acknowledges the challenges posed by the proximity of interest rates to the effective lower bound.,2002,1,617,Hawkish,19,127,DOVISH,0
893,"This outcome would be entirely consistent with the new framework the Federal Reserve unanimously adopted in August 2020 and began to implement at our September 2020 Federal Open Market Committee (FOMC) meeting.2 Recent FOMC Decisions and the New Monetary Policy Framework At FOMC meetings convened since the new framework was announced last August, the Committee made important changes to our policy statement that upgraded our forward guidance about the future path of the federal funds rate and asset purchases to bring it in line with our new framework.",2006,2,866,Neutral,88,556,NEUTRAL,2
28,A soft labor market will keep a lid on the growth in the cost of employing workers.,2005,2,27,Neutral,17,83,DOVISH,0
661,"Participants agreed that the path of the economy would depend significantly on the course of the virus and that the ongoing public health crisis would continue to weigh on economic activity, employment, and inflation in the near term.",2004,0,627,Dovish,38,234,DOVISH,0
22,"A more-timely data source, average hourly earnings, decelerated slightly to a 4.4 percent annual rate over the third quarter, down from 4.6 percent annual growth in the second quarter.",2004,2,21,Neutral,29,184,NEUTRAL,2
104,"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: ""The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",1999,1,101,Hawkish,61,409,NEUTRAL,2
175,"Now, we have—you know, we haven’t anticipated that slowdown in productivity, and that’s one of the main reasons why we haven’t anticipated the relatively slow growth.",2021,0,170,Dovish,26,166,NEUTRAL,2
278,"We are hopeful that Europe will take additional measures and do all that’s necessary to stabilize the situation and to provide the basis for an ongoing stable structure that—in which banks and sovereigns are both stabilized, in which there’s a program for growth, and in which fiscal arrangements are clear—are made much clearer.",2020,2,272,Neutral,53,329,NEUTRAL,2
146,"Inflation has continued to run below our longer-run objective, in part reflecting lower energy prices.",2012,0,141,Dovish,15,102,DOVISH,0
408,"In any case, the real federal funds rate is now lower than prior to the easings, at the same time that the unemployment rate is lower and projected growth higher than it was prior to the easings.",2019,1,396,Hawkish,37,195,DOVISH,0
267,"These headwinds—which include developments abroad, subdued household formation, and meager productivity growth—could persist for some time.",2022,0,262,Dovish,16,139,DOVISH,0
618,"Nonetheless, those restraining influences were expected to abate over time and economic activity strengthen gradually.",1996,2,586,Neutral,15,118,DOVISH,0
47,"Also, the recent evidence could be interpreted as indicating that the surprisingly sharp decline in measured inflation in 2003 exaggerated the drop in the underlying rate of inflation.",2001,0,47,Dovish,28,184,HAWKISH,1
67,"Although the near-term economic outlook is weak, the Committee anticipates that policy actions to stabilize financial markets and institutions, together with fiscal and monetary stimulus, will contribute to a gradual resumption of sustainable economic growth.",2018,0,67,Dovish,35,259,DOVISH,0
215,"Foreign economic growth remained sluggish, restrained by weak activity in Europe and the associated spillovers--including through trade--to the rest of the world.",2016,2,206,Neutral,22,162,DOVISH,0
959,The recent strains in financial markets posed additional downside risks to economic growth.,2019,0,906,Dovish,13,91,DOVISH,0
114,"At the same time, the staff viewed the risks around its outlook for the unemployment rate as roughly balanced.",2018,2,111,Neutral,19,110,NEUTRAL,2
1024,"Yet, with a few exceptions, the available data show that productivity growth in other advanced countries has not increased to the extent seen in the United States.",1999,0,992,Dovish,27,163,NEUTRAL,2
1088,"While more moderate growth in consumer spending for durable goods seemed likely after an extended period of robust expansion, these favorable factors suggested that the risks of a different outcome were tilted in the direction of faster-than-projected expansion.",2002,1,1028,Hawkish,38,262,HAWKISH,1
421,"In fact, the Federal Reserveâ€™s upcoming Community Affairs Research Conference will feature several papers that explore these issues.5 Homeownership The important issue of loan pricing aside, expanded access to mortgage credit has helped fuel substantial growth in homeownership.",1999,2,408,Neutral,38,280,NEUTRAL,2
1081,"While a preemptive tightening move might be warranted in the not-too-distant future to help contain inflationary pressures in the economy, these members believed that a symmetrical directive would best convey the message that no tightening action was contemplated for the weeks immediately ahead.",2017,1,1021,Hawkish,43,296,HAWKISH,1
247,Financial conditions continue to pose a downside risk to the outlook for growth.,2006,0,242,Dovish,13,80,DOVISH,0
55,"Although participants had revised downward their projections for growth since their previous forecasts in June, they continued to anticipate that economic growth would pick up and the unemployment rate would decline gradually through 2014.",2000,2,55,Neutral,34,239,DOVISH,0
874,The associated range for growth of total domestic nonfinancial sector debt was provisionally set at 3 to 7 percent for 1999.,2009,2,825,Neutral,21,124,NEUTRAL,2
309,"What they have had is low unemployment, lots of social problems.",2017,2,302,Neutral,11,64,NEUTRAL,2
389,there are some indications that headwinds to global growth may be beginning to abate.,2022,2,377,Neutral,14,85,HAWKISH,1
309,Funding of our current account deficit likely will become more difficult when home bias approaches its practical minimum.,2021,1,301,Hawkish,18,121,NEUTRAL,2
983,"The staff forecast prepared for this meeting suggested that economic activity likely would start to turn up early in 2002 as inventory liquidation tapered off, and would gather strength only gradually.",2019,2,927,Neutral,31,201,NEUTRAL,2
718,how long before it becomes a factor driving inflation?,2005,2,697,Neutral,9,54,HAWKISH,1
333,"Household spending stepped up in mid-April, coinciding with the first disbursement of stimulus payments to households and a ramp-up in the payout of unemployment benefits, and showed the most pronounced increases in the states that received more benefits.9 With some of the fiscal support measures either provided as one-off payments or slated to come to an end in July, the strength of the recovery will depend importantly on the timing, magnitude, and distribution of additional fiscal support.",2007,0,324,Dovish,77,496,NEUTRAL,2
906,Three Asset-Price-Bust Episodes Let us first examine the U.K. recession of 1974.,2007,2,879,Neutral,12,80,NEUTRAL,2
699,"Participants' Views on Current Conditions and the Economic Outlook In their discussion of the economic situation and the outlook, meeting participants saw the information received over the intermeeting period as suggesting that labor market conditions had improved further in late 2015 even as economic growth slowed.",2012,2,664,Neutral,46,317,NEUTRAL,2
88,"As a result, the likely pace and extent of policy easing expected by investors increased, and yields on nominal and inflation-indexed Treasury coupon securities fell.",2013,0,86,Dovish,25,166,DOVISH,0
271,"To the extent the global economy is weak and the United States is strong, it’ll—we’ll wind up, you know, we’ll wind up exporting some of our demand through, through imports rather than having, having a lot of exports.",2021,1,266,Hawkish,38,217,NEUTRAL,2
708,"Stock prices and existing home sales are somewhat correlated, a not altogether unexpected result, because each is affected by interest rates and presumably the gains from each help finance the other.",2006,2,687,Neutral,31,199,NEUTRAL,2
573,"Moreover, the resulting robust gains in labor productivity have been well ahead of compensation growth and have dramatically boosted corporate profits.",2006,0,555,Dovish,21,151,NEUTRAL,2
357,"In the Committee's discussion of current and prospective economic developments, members commented that the statistical and anecdotal information that had become available since the October meeting continued to point to robust growth in overall economic activity, despite some indications of softening in interest-sensitive sectors of the economy.",1997,1,342,Hawkish,47,346,NEUTRAL,2
946,The persistence of underutilized resources was expected to foster some moderation in core price inflation.,2013,2,894,Neutral,15,106,DOVISH,0
281,still being clear about the Committee's intention to provide the monetary accommodation needed to support a return to maximum employment and stable prices.,2008,0,270,Dovish,23,155,DOVISH,0
798,"The implications of the spread of e-money for monetary policy would arise from the substitution of e-money for both currency and deposits, shrinking the size of the monetary base.",2004,0,775,Dovish,29,179,NEUTRAL,2
575,"Moreover, the expected strength in aggregate demand would curb the extent of disinflation over time.",2002,2,545,Neutral,15,100,HAWKISH,1
1013,"The vote encompassed approval of the paragraph below for inclusion in the statement to be released shortly after the meeting: ""The Committee judges that some further policy firming may yet be needed to address inflation risks but emphasizes that the extent and timing of any such firming will depend importantly on the evolution of the economic outlook as implied by incoming information.",2001,1,955,Hawkish,62,388,HAWKISH,1
235,Households' longer-term inflation expectations also edged up in both November and December.,2020,1,226,Hawkish,12,91,HAWKISH,1
694,"So unless productivity accelerates further, its disinflationary effect should continue to erode for a time.",2022,0,673,Dovish,15,107,HAWKISH,1
122,Broad equity price indexes fell sharply over the intermeeting period on net.,2011,2,119,Neutral,12,76,NEUTRAL,2
263,There was a lot of pent-up demand.,2015,2,258,Neutral,7,34,NEUTRAL,2
27,A second set of circumstances in which deflation or very low inflation may pose significant problems is potentially more relevant to the current U.S. economy.,2005,0,26,Dovish,25,158,DOVISH,0
159,"It was to do with, you know, strong monetary policy and fiscal stimulus into an economy that was recovering rapidly, and in which there were these supply-side barriers which effectively led to, you know, in certain parts of the economy, what you might call a vertical supply curve.",2021,1,154,Hawkish,48,281,HAWKISH,1
617,"Nonetheless, the risks to the forecast for real GDP growth were viewed as tilted a little to the downside, especially because the economy was not well positioned to withstand adverse shocks while the target for the federal funds rate was at its effective lower bound.",1996,0,585,Dovish,45,267,DOVISH,0
872,"The U. S. trade deficit in goods and services widened substantially in January and February from its fourth-quarter average, with exports falling sharply and imports rising strongly.",2010,1,823,Hawkish,27,182,NEUTRAL,2
337,"However, given the difficulty in distinguishing between changes in asset prices dominated by fundamental forces and those driven by non-fundamental forces, policymakers should not target asset prices or try to guide them to the policymakers' estimate of fundamental value.",2005,2,328,Neutral,39,272,NEUTRAL,2
1089,"While numerous contacts reported generally disappointing holiday sales in an environment of atypically large and widespread discounting, a surge in motor vehicle sales in December fostered by aggressive sales incentives and some pickup in retail sales late in the holiday season helped to sustain moderate overall growth in consumer spending through the year-end.",2002,2,1029,Neutral,53,363,NEUTRAL,2
610,"October 19, 2020 U.S. Economic Outlook, Monetary Policy, and Initiatives to Sustain the Flow of Credit to Households and Firms Vice Chair Richard H. Clarida At the Unconventional Convention of the American Bankers Association, Washington, D.C. (via webcast) Share It is my pleasure to meet virtually with you today at the Unconventional Convention of the American Bankers Association.1 I look forward to my conversation with Rob Nichols,",2020,2,591,Neutral,67,437,NEUTRAL,2
78,where unemployment continues to fall at a gradual pace as it has been since last September—and we have made some progress since last September,2018,0,75,Dovish,24,142,NEUTRAL,2
711,"Such a policy would clearly have near-term costs: It would slow the expansion in demand, damp the creation of new jobs, and keep inflation lower than it otherwise would be.",2004,0,690,Dovish,30,172,HAWKISH,1
361,I should note that growth itself does not cause inflation.,2022,2,352,Neutral,10,58,NEUTRAL,2
201,"So let me talk about the coronavirus specifically, and then I’ll turn more to global growth more generally.",2019,2,196,Neutral,18,107,NEUTRAL,2
1043,They noted that the realization of such a development could make it harder for the Committee to achieve 2 percent inflation over the longer run.,1996,2,983,Neutral,25,144,HAWKISH,1
107,"For example, the unemployment rate has risen by 0.3 percentage points since March, and new claims for unemployment insurance have moved somewhat higher.",2021,0,103,Dovish,23,152,DOVISH,0
939,"Today, just nine months later, the unemployment rate is 7.6 percent--a larger decline than most FOMC participants expected in September.",2019,2,910,Neutral,20,136,NEUTRAL,2
463,"In these circumstances, I believe, it is appropriate to put greater weight on incoming data to determine whether the stance of monetary policy should be changed.",2020,2,449,Neutral,26,161,NEUTRAL,2
517,It will be a while before we can be sure that a self-sustaining expansion is underway of sufficient strength and persistence to put the economy back on a path toward full employment.,2000,0,500,Dovish,32,182,DOVISH,0
170,"Monetary policy has a role, and it really is in, you know—our original role was providing liquidity to financial systems when they’re under stress, and that’s—that’s really part of what we did today.",2014,0,165,Dovish,33,199,NEUTRAL,2
503,Many participants commented that measures of short-term inflation expectations were elevated or that far-forward measures of inflation compensation were near the upper edge of their historical range.,2002,1,482,Hawkish,27,199,HAWKISH,1
631,One prominent example is with semiconductor producers and their need to dramatically alter the mix of production to meet demands of the high-tech and automotive industries.,2001,2,610,Neutral,26,172,NEUTRAL,2
1064,"Total U. S. consumer prices, as measured by the PCE price index, increased 1.",1998,1,1004,Hawkish,14,77,NEUTRAL,2
454,It was also noted that the weakness in homebuilding along with the continued rise in house prices suggested that supply constraints were also weighing on construction activity.,2020,1,433,Hawkish,27,176,DOVISH,0
948,"U.S. monetary policy responded to these global ""headwinds,"" helping stave off actual contractions of U.S. activity.",2000,0,919,Dovish,16,115,DOVISH,0
680,"Required down payments, usually about half of the home's purchase price, excluded many households from the market.",2020,2,659,Neutral,17,114,NEUTRAL,2
327,Higher inflation expectations would in turn lead workers to bargain for commensurate raises in nominal wages to preserve the real value of their earnings.,2021,1,318,Hawkish,24,154,NEUTRAL,2
669,"Rapid responses by businesses to changes in free-market prices have muted much of the tendency for unsold goods to back up, or unmet needs to produce shortages.",2005,2,648,Neutral,27,160,NEUTRAL,2
259,"First, tightening will in all likelihood occur in the context of a more firmly established economic recovery in the United States so that any adverse effects on EME financial conditions should be buffered by the beneficial effects of higher external demand.",1999,1,254,Hawkish,41,257,HAWKISH,1
1078,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent. """,2009,1,1018,Hawkish,30,189,NEUTRAL,2
34,"And that is a statement about productivity growth, which has been pretty disappointing.",2020,1,34,Hawkish,13,87,NEUTRAL,2
474,"Later in the week, however, market interest rates moved up in response to the release of the minutes of the February meeting and the mention therein of some sentiment for a larger policy tightening than had been undertaken.",2022,1,453,Hawkish,38,223,HAWKISH,1
556,More information might provide a better sense of how the higher interest rates were affecting aggregate demand and perhaps also help--to a small degree--to shed light on the considerable uncertainties surrounding the relationship of output to inflation.,2018,1,527,Hawkish,37,253,NEUTRAL,2
265,"Flexible inflation averaging could bring some of the benefits of a formal average inflation targeting rule, but it would be simpler to communicate.",1996,2,260,Neutral,23,147,NEUTRAL,2
848,"There is much about the inflation process that we do not understand, and I have been surprised at the extent of the pickup in core inflation this year.",2005,1,823,Hawkish,28,151,NEUTRAL,2
774,and it seems to produce results not too different in practice from those associated with central banks that are flexible inflation targeters.,2004,2,751,Neutral,22,141,NEUTRAL,2
792,"Some participants judged the risks to the outlook for inflation as tilted to the downside, particularly in the near term, in light of the large amount of resource slack already prevailing in the economy, the significant downside risks to the outlook for real activity, and the possibility that inflation expectations could begin to decline in response to low actual inflation.",2006,0,749,Dovish,60,376,DOVISH,0
581,"Most believed that downside risks to economic growth had diminished somewhat since the April meeting, but were still significant.",2021,0,551,Dovish,19,129,NEUTRAL,2
1000,"The steepening of the yield curve was due mostly to sharply lower short- and intermediate-term forward rates, consistent with investors' apparently more pessimistic outlook for economic growth.",2005,0,943,Dovish,27,193,DOVISH,0
464,"Job gains had been strong, on average, in recent months, and the unemployment rate had remained low.",2005,1,443,Hawkish,17,100,HAWKISH,1
289,"If the outlook for the labor market does not improve substantially, the Committee will continue its purchases of Treasury and agency mortgage-backed securities, and employ its other policy tools as appropriate, until such improvement is achieved in a context of price stability.",2015,0,277,Dovish,42,278,DOVISH,0
984,"When anticipations of Fed tapering led to higher U.S. interest rates and higher market volatility, these trades may have been quickly unwound, engendering particularly sharp declines in EME exchange rates and asset prices.",2007,2,955,Neutral,33,222,NEUTRAL,2
501,"Many observed, however, that a favorable outcome to the hostilities in the Middle East and lower oil prices in line with quotations in futures markets should generate a positive response in equity markets, boost consumer sentiment, and foster a rebound in consumer spending as the year progressed.",2002,1,480,Hawkish,47,297,DOVISH,0
526,"LBOs, and other forms of private equity investment, may force management to implement strategic changes rapidly to restore the firmâ€™s return on equity and boost share prices, in part by increasing financial leverage.",1998,2,509,Neutral,33,218,NEUTRAL,2
453,"In the current decade, however, the standard deviation of inflation has been relatively stable in Brazil, at around 5 percent, and it has been declining in Mexico, where it is now around 2 percent.",2000,2,440,Neutral,34,197,NEUTRAL,2
534,Long-run price stability certainly is essential for achieving maximum employment.,2005,1,516,Hawkish,10,81,NEUTRAL,2
426,"In our FOMC statements, we have indicated we expect to maintain the target range at this level until we are confident that the economy has weathered recent events and is on track to achieve our maximum-employment and price-stability goals.",2006,2,413,Neutral,39,239,DOVISH,0
105,"Finally, I would like to note that the Committee strives to explain its monetary policy decisions as clearly as possible, and we continue to explore ways of enhancing the clarity of our public communications.",2021,2,101,Neutral,34,208,NEUTRAL,2
359,"In the Committee's discussion of monetary policy for the intermeeting period, nearly all members favored keeping the target federal funds rate at 5-1/4 percent at this meeting.",1997,2,344,Neutral,27,176,HAWKISH,1
760,"Several participants discussed the possible complications that additional purchases could cause for the eventual withdrawal of policy accommodation, a few mentioned the prospect of inflationary risks, and some noted that further asset purchases could foster market behavior that could undermine financial stability.",2010,1,719,Hawkish,42,315,HAWKISH,1
31,"Accordingly, considerable caution needed to be exercised in assessing the outlook for productivity and in relying on projections of the economy and prices, which necessarily embodied judgments about this outlook, in making monetary policy.",2022,2,31,Neutral,34,239,NEUTRAL,2
356,"I look forward to my conversation with Steve Liesman and to your questions, but first, please allow me to offer a few remarks on the economic outlook, Federal Reserve monetary policy, and our new monetary policy framework.",2003,2,347,Neutral,37,222,NEUTRAL,2
85,But my colleagues and I continue to believe that the factors that are responsible this year for holding inflation down are likely to prove transitory.,2020,2,82,Neutral,25,150,HAWKISH,1
51,"Although personally I have no doubt that quantification of the price stability objective is fully consistent with the current dual mandate, I also appreciate the delicate issues of communication raised by such a change.",2004,1,50,Hawkish,34,219,NEUTRAL,2
645,"One participant remarked that, with inflation having run consistently below 2 percent in recent years and market-based measures of inflation compensation still low, postponing an increase in the target range for the federal funds rate would help push inflation expectations up to levels consistent with the Committee's objective.",1999,0,612,Dovish,48,329,DOVISH,0
452,"In the absence of such offsetting operations, a decrease in currency demand would raise the amount of reserves and hence lower the federal funds rate.",2000,0,439,Dovish,25,150,NEUTRAL,2
184,"Central bank actions are designed in the first instance to influence asset prices and yields, which in turn affect economic decisions and thus the evolution of the economy.",1997,2,182,Neutral,28,172,NEUTRAL,2
381,"In the staff forecast prepared for this meeting, the economy was seen as likely to expand at a moderate pace, supported by accommodative monetary policy and financial conditions.",1996,0,366,Dovish,28,178,DOVISH,0
951,"The prospect of additional fiscal stimulus likely contributed to a steeper U. S. Treasury yield curve, increased inflation compensation, and broad dollar depreciation.",2012,1,899,Hawkish,23,167,HAWKISH,1
89,"As a monetary policy maker, I am interested in these links because the prices of financial assets affect the spending decisions of firms and households and because these prices may reveal forward-looking information relevant for setting policy.",2017,2,88,Neutral,37,244,NEUTRAL,2
1017,"With the economy at full employment and inflation far above target, we should signal that we are moving back to neutral at a fast pace based on the performance of the economy, and a 50-basis point hike would help do that.",2022,1,985,Hawkish,41,221,HAWKISH,1
269,"For a variety of reasons, some emerging-market economies have resisted upward pressures on their exchange rates, even if that resistance requires buying large quantities of dollars to keep their currencies from appreciating.",2000,0,264,Dovish,32,224,NEUTRAL,2
171,"But we are also searching for an absolute concept, the point of balance between supply and demand in the respective markets that divides excess demand from excess supply--in effect, the origin in a diagram relating inflation to excess demand and supply.",2006,2,169,Neutral,41,253,NEUTRAL,2
451,"Inflation was still expected to be somewhat higher this year than last year, largely reflecting an upturn in the prices for food and non-energy imports.",2020,1,430,Hawkish,25,152,HAWKISH,1
80,"But in many countries around the Chair Yellen’s Press Conference FINAL world that are important commodity exporters, the decline we’ve seen in oil prices has had a depressing effect on their growth, their trade with us and other trade partners, and caused problems that have had spillovers to the global economy as well.",2018,0,77,Dovish,53,320,DOVISH,0
504,Many participants noted that they expected household spending to be a primary contributor to economic growth going forward.,2002,2,483,Neutral,18,123,NEUTRAL,2
291,We have not seen wage growth pick up.,2020,2,284,Neutral,8,37,DOVISH,0
859,"The Committee's accompanying statement noted that economic growth had slowed over the course of the year, partly reflecting a substantial cooling of the housing market.",2004,0,810,Dovish,25,168,DOVISH,0
416,"In those Districts in which activity had been adversely affected by the drop in energy prices, drilling activity was either contracting less rapidly or was stabilizing.",2010,0,399,Dovish,26,168,NEUTRAL,2
815,"The remarkable coming together of technologies that we label IT has allowed us to move beyond efficiency gains in routine manual tasks to achieve new levels of productivity in routine information-processing tasks that previously depended upon other facets of human input--computing, sorting and retrieving information, and acting on pieces of information.",2007,2,792,Neutral,51,355,NEUTRAL,2
151,"Inflation, in fact, is under control, and starting to come down.",2018,2,146,Neutral,11,64,DOVISH,0
